"Hash","Name","FullPath","SizeMB","LastWrite"
"7B4AC77977001F42B75EF8B713FD42983C906050311A3D7D1582E307753323DA","sentinel.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\sentinel\sentinel.routes.js","0.0002","20/03/2026 12:15:06 a. m."
"7B4AC77977001F42B75EF8B713FD42983C906050311A3D7D1582E307753323DA","sentinel.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\sentinel\sentinel.routes.js","0.0002","20/03/2026 12:15:06 a. m."
"FB9E2B2E4DC4020C558B1EE7E5D8F24E652FD549B9505E4280D4EE39906E3710","Open-TerminalExportFolder.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Open-TerminalExportFolder.ps1","0.0002","24/04/2026 01:11:18 a. m."
"FB9E2B2E4DC4020C558B1EE7E5D8F24E652FD549B9505E4280D4EE39906E3710","Open-TerminalExportFolder.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Open-TerminalExportFolder.ps1","0.0002","24/04/2026 01:11:18 a. m."
"1D0AC98D221D73E95893B749883D0DB4F5365CCEEBC79B259D89C36A11EC29B2","ai.client.js","C:\RUNEFOGE_PRO\runeforge\app\src\adapters\ai\ai.client.js","0.0002","20/03/2026 12:15:06 a. m."
"1D0AC98D221D73E95893B749883D0DB4F5365CCEEBC79B259D89C36A11EC29B2","ai.client.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\adapters\ai\ai.client.js","0.0002","20/03/2026 12:15:06 a. m."
"2CF512BAA4CA8E4ECB6D4B66C1F4A826E5F970C5F7F4C44DC429C330432AB7E0","sunshine.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\sunshine.sh","0.0003","21/03/2026 08:14:42 p. m."
"2CF512BAA4CA8E4ECB6D4B66C1F4A826E5F970C5F7F4C44DC429C330432AB7E0","sunshine.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\sunshine.sh","0.0003","21/03/2026 08:14:42 p. m."
"65EEC5D730AE2C8B4618203242BFD3A7E3B2F0BB9FB3B24A72FB7CF99E73E1D9","check-network.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\games\check-network.ps1","0.0003","21/03/2026 09:02:46 p. m."
"65EEC5D730AE2C8B4618203242BFD3A7E3B2F0BB9FB3B24A72FB7CF99E73E1D9","check-network.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\games\check-network.ps1","0.0003","21/03/2026 09:02:46 p. m."
"737DA5F35E6A0803AC698633B0245E4913A4B624769BC9681C366BBAE4230A1B","chat_perfil.json","C:\RUNEFOGE_PRO\runeforge\docs\backend_perfil\chat_perfil.json","0.0003","19/04/2026 04:49:00 a. m."
"737DA5F35E6A0803AC698633B0245E4913A4B624769BC9681C366BBAE4230A1B","chat_perfil.json","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\backend_perfil\chat_perfil.json","0.0003","19/04/2026 04:49:00 a. m."
"4740877A3DF7F3D362822E71C7C5EB267824E93ACF4576BEA8F68B5485E5EA2C","tools-tests-pad.tar.gz","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\tools-tests-pad.tar.gz","0.0003","22/03/2026 08:02:48 p. m."
"4740877A3DF7F3D362822E71C7C5EB267824E93ACF4576BEA8F68B5485E5EA2C","tools-tests-pad.tar.gz","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\tools-tests-pad.tar.gz","0.0003","22/03/2026 08:02:48 p. m."
"B37C9326B8DCBAEDD867E82B6778FE6AF259D890B4C156CD88F95A9BB46E75B1","tools-bios-dumper-v2.tar.gz","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\tools-bios-dumper-v2.tar.gz","0.0003","22/03/2026 08:03:16 p. m."
"B37C9326B8DCBAEDD867E82B6778FE6AF259D890B4C156CD88F95A9BB46E75B1","tools-bios-dumper-v2.tar.gz","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\tools-bios-dumper-v2.tar.gz","0.0003","22/03/2026 08:03:16 p. m."
"439653CEE12E1A3C3B60DF99847883FA8E41E4405D36269C976CE94853E8115C","prompt_analyze_latest_clean.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_analyze_latest_clean.txt","0.0003","24/04/2026 07:42:10 p. m."
"439653CEE12E1A3C3B60DF99847883FA8E41E4405D36269C976CE94853E8115C","prompt_analyze_latest_clean.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_analyze_latest_clean.txt","0.0003","24/04/2026 07:42:10 p. m."
"3A4B6E87EBDEF62DCEB49B717CB8E85AF2BDCEBA4DB509E19AAF7420361C520F","backend_perfil.json","C:\RUNEFOGE_PRO\runeforge\docs\backend_perfil\backend_perfil.json","0.0003","19/04/2026 04:13:07 a. m."
"3A4B6E87EBDEF62DCEB49B717CB8E85AF2BDCEBA4DB509E19AAF7420361C520F","backend_perfil.json","C:\RUNEFOGE_PRO\runeforge\runeforge\docs\backend_perfil\backend_perfil.json","0.0003","19/04/2026 04:13:07 a. m."
"C7BAD09AE9E71ADEC6E84523113EAF6079B0EB7E2BDD72890DDB478F2EC3293B","chat.trace.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\chat.trace.js","0.0003","27/03/2026 07:04:54 a. m."
"C7BAD09AE9E71ADEC6E84523113EAF6079B0EB7E2BDD72890DDB478F2EC3293B","chat.trace.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\chat.trace.js","0.0003","27/03/2026 07:04:54 a. m."
"8028F23CBFF196D9EDB93F5B992AAC7662DFA1DC9B7D707EFA152295D61DEA0C","trace.middleware.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\trace\trace.middleware.js","0.0004","20/03/2026 12:15:06 a. m."
"8028F23CBFF196D9EDB93F5B992AAC7662DFA1DC9B7D707EFA152295D61DEA0C","trace.middleware.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\trace\trace.middleware.js","0.0004","20/03/2026 12:15:06 a. m."
"7B2073762DE29DFE46BBD7A3FCE01231D22EA274C117C26CE35341645030AA8D","prompt_security_audit.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_security_audit.txt","0.0004","24/04/2026 01:04:37 a. m."
"7B2073762DE29DFE46BBD7A3FCE01231D22EA274C117C26CE35341645030AA8D","prompt_security_audit.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_security_audit.txt","0.0004","24/04/2026 01:04:37 a. m."
"4F248C2E5F7A759D87365E26AD9277608C17CD37499F8D27604672A5CC9A6D73","README_ESTRUCTURA.txt","C:\RUNEFOGE_PRO\runeforge\README_ESTRUCTURA.txt","0.0004","19/04/2026 03:25:06 a. m."
"BD8E275E03F44BA2F1D8EED1CA5627074359EC5D78097C7C1549EEB281C03FCA","prompt_memory_operator.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_memory_operator.txt","0.0004","24/04/2026 01:04:37 a. m."
"4F248C2E5F7A759D87365E26AD9277608C17CD37499F8D27604672A5CC9A6D73","README_ESTRUCTURA.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\README_ESTRUCTURA.txt","0.0004","19/04/2026 03:25:06 a. m."
"BD8E275E03F44BA2F1D8EED1CA5627074359EC5D78097C7C1549EEB281C03FCA","prompt_memory_operator.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_memory_operator.txt","0.0004","24/04/2026 01:04:37 a. m."
"39D40036B7660EA3741266D1998DB37098F107206B24ABBE82E1C67206E71984","capture_20260424_192341.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\capture_20260424_192341.txt","0.0004","24/04/2026 07:23:41 p. m."
"39D40036B7660EA3741266D1998DB37098F107206B24ABBE82E1C67206E71984","capture_20260424_192341.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\capture_20260424_192341.txt","0.0004","24/04/2026 07:23:41 p. m."
"271A280502E6139B695A7A59F6B67F6B92C9F09F92D692E59299EF50C865C98F","validate-backend.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\backend\validate-backend.ps1","0.0004","19/04/2026 04:01:29 a. m."
"271A280502E6139B695A7A59F6B67F6B92C9F09F92D692E59299EF50C865C98F","validate-backend.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\backend\validate-backend.ps1","0.0004","19/04/2026 04:01:29 a. m."
"DC0D10CB3652C232AF18E5CEF7376084E3680E86E37ADDBEA213EDFB5896794B","prompt_memory_update.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_memory_update.txt","0.0004","24/04/2026 07:42:10 p. m."
"DC0D10CB3652C232AF18E5CEF7376084E3680E86E37ADDBEA213EDFB5896794B","prompt_memory_update.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_memory_update.txt","0.0004","24/04/2026 07:42:10 p. m."
"F50888E7B92857A23D54F0DC3EF68697C4BDFA12B2B960DB89DAAFBE66C58660","estructura_cerrada.json","C:\RUNEFOGE_PRO\runeforge\estructura_cerrada.json","0.0004","19/04/2026 03:25:06 a. m."
"F50888E7B92857A23D54F0DC3EF68697C4BDFA12B2B960DB89DAAFBE66C58660","estructura_cerrada.json","C:\RUNEFOGE_PRO\runeforge\runeforge\estructura_cerrada.json","0.0004","19/04/2026 03:25:06 a. m."
"F3C554165794823747C846F51E9E48B3E3680FC7BA4B7BF44F9E6B9E67CD8F9A","tools-tests-pad.zip","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\tools-tests-pad.zip","0.0004","22/03/2026 08:02:44 p. m."
"5219E1DFA01C7E320D584B8B722A27D374345495B453E08932FA312517713186","prompt_code_injection_safe_v41.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_code_injection_safe_v41.txt","0.0004","24/04/2026 12:41:08 a. m."
"58E95E9ED3E5DB1A582172041450C77A72C142AD54E9EB82399E8B13C4C47031","prompt_security_review.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_security_review.txt","0.0004","24/04/2026 07:42:10 p. m."
"F3C554165794823747C846F51E9E48B3E3680FC7BA4B7BF44F9E6B9E67CD8F9A","tools-tests-pad.zip","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\tools-tests-pad.zip","0.0004","22/03/2026 08:02:44 p. m."
"5219E1DFA01C7E320D584B8B722A27D374345495B453E08932FA312517713186","prompt_code_injection_safe_v41.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_code_injection_safe_v41.txt","0.0004","24/04/2026 12:41:08 a. m."
"58E95E9ED3E5DB1A582172041450C77A72C142AD54E9EB82399E8B13C4C47031","prompt_security_review.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_security_review.txt","0.0004","24/04/2026 07:42:10 p. m."
"12AB4230E416D0B9F4CD3B666709458CE25DEC9BEE504C77747596ADFCBE42F3","Stop-Runeforge-Watcher.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Stop-Runeforge-Watcher.ps1","0.0004","24/04/2026 06:45:40 p. m."
"12AB4230E416D0B9F4CD3B666709458CE25DEC9BEE504C77747596ADFCBE42F3","Stop-Runeforge-Watcher.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Stop-Runeforge-Watcher.ps1","0.0004","24/04/2026 06:45:40 p. m."
"C51107ACD9785C57B71F0AEF564764894C79F0635479F60C0DA631E80A750FBD","tools-bios-dumper-v2.zip","C:\RUNEFOGE_PRO\runeforge\app\retro\tools\ps2-bios-dumper\tools-bios-dumper-v2.zip","0.0004","22/03/2026 08:03:12 p. m."
"C51107ACD9785C57B71F0AEF564764894C79F0635479F60C0DA631E80A750FBD","tools-bios-dumper-v2.zip","C:\RUNEFOGE_PRO\runeforge\runeforge\app\retro\tools\ps2-bios-dumper\tools-bios-dumper-v2.zip","0.0004","22/03/2026 08:03:12 p. m."
"5F7F0B5E56A79AFE84162A538961BBEAF7A556B783FB50AF607A895527D01A84","remove-additional-install.sh","C:\RUNEFOGE_PRO\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\remove-additional-install.sh","0.0004","21/03/2026 08:14:42 p. m."
"5F7F0B5E56A79AFE84162A538961BBEAF7A556B783FB50AF607A895527D01A84","remove-additional-install.sh","C:\RUNEFOGE_PRO\runeforge\runeforge\app\_archive\source-zips\Sunshine-master\Sunshine-master\packaging\linux\flatpak\scripts\remove-additional-install.sh","0.0004","21/03/2026 08:14:42 p. m."
"F6C5393730FBC09E8ED1E004135E37AED198817F5A26724F5C4EA665CD42F0D1","start-steam.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\games\start-steam.ps1","0.0004","21/03/2026 09:02:46 p. m."
"F6C5393730FBC09E8ED1E004135E37AED198817F5A26724F5C4EA665CD42F0D1","start-steam.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\games\start-steam.ps1","0.0004","21/03/2026 09:02:46 p. m."
"7B092B18BE8EC306E65D17A682A76D7D94FB54F98503EDC4EFFC6CE073689BCF","stop-sunshine.ps1","C:\RUNEFOGE_PRO\runeforge\app\ops\games\stop-sunshine.ps1","0.0005","21/03/2026 09:07:58 p. m."
"7B092B18BE8EC306E65D17A682A76D7D94FB54F98503EDC4EFFC6CE073689BCF","stop-sunshine.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\app\ops\games\stop-sunshine.ps1","0.0005","21/03/2026 09:07:58 p. m."
"2C30C3A66C48F4BB0867A6B74B2CFCC0458C72C1097A1F59ED3CF9336879BC44","general.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\skills\general.js","0.0005","27/03/2026 07:04:54 a. m."
"6DA759395E439BE476547C7E8A3785813B358B7080C2B490D6734EDF6862F8AE","prompt_analyze_latest_terminal_export.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_analyze_latest_terminal_export.txt","0.0005","24/04/2026 01:15:44 a. m."
"2C30C3A66C48F4BB0867A6B74B2CFCC0458C72C1097A1F59ED3CF9336879BC44","general.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\skills\general.js","0.0005","27/03/2026 07:04:54 a. m."
"6DA759395E439BE476547C7E8A3785813B358B7080C2B490D6734EDF6862F8AE","prompt_analyze_latest_terminal_export.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_analyze_latest_terminal_export.txt","0.0005","24/04/2026 01:15:44 a. m."
"E0B9D02127287808BB4F2C21592F7844628A3F73C4170E0994CA9FE159B20713","relay.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\relay\relay.routes.js","0.0005","20/03/2026 12:15:06 a. m."
"E0B9D02127287808BB4F2C21592F7844628A3F73C4170E0994CA9FE159B20713","relay.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\relay\relay.routes.js","0.0005","20/03/2026 12:15:06 a. m."
"0E9AFB0BFA32195014922C2A3BAA396F34D8B2D5E712C8AE917B4FE9BFF17F70",".env","C:\RUNEFOGE_PRO\runeforge\app\.env","0.0005","27/03/2026 07:04:56 a. m."
"0E9AFB0BFA32195014922C2A3BAA396F34D8B2D5E712C8AE917B4FE9BFF17F70",".env","C:\RUNEFOGE_PRO\runeforge\runeforge\app\.env","0.0005","27/03/2026 07:04:56 a. m."
"0E9AFB0BFA32195014922C2A3BAA396F34D8B2D5E712C8AE917B4FE9BFF17F70",".env.example","C:\RUNEFOGE_PRO\runeforge\runeforge\app\.env.example","0.0005","27/03/2026 07:04:56 a. m."
"BB9743B628712FEC1CE4FEFA9CEA72F7FC6C3FA3A454B47495E09FAF4B0C1378","chat.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\chat\chat.routes.js","0.0005","27/03/2026 12:54:00 a. m."
"BB9743B628712FEC1CE4FEFA9CEA72F7FC6C3FA3A454B47495E09FAF4B0C1378","chat.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\chat\chat.routes.js","0.0005","27/03/2026 12:54:00 a. m."
"7FAE30AF08C2D44B5573BC66B4AB11DB69DCE3769842965958D7F5568DCAD8B5","stop-backend.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\backend\stop-backend.ps1","0.0005","19/04/2026 04:01:29 a. m."
"7FAE30AF08C2D44B5573BC66B4AB11DB69DCE3769842965958D7F5568DCAD8B5","stop-backend.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\backend\stop-backend.ps1","0.0005","19/04/2026 04:01:29 a. m."
"701690D87D50CDE85FBB4C66CC95A875C395BDB934B697F47014F105AE05A760","prompt_v44_preflight_analysis.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_v44_preflight_analysis.txt","0.0005","24/04/2026 07:42:10 p. m."
"701690D87D50CDE85FBB4C66CC95A875C395BDB934B697F47014F105AE05A760","prompt_v44_preflight_analysis.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_v44_preflight_analysis.txt","0.0005","24/04/2026 07:42:10 p. m."
"92BF17FC4442F121132DAC28B27534A280915BE428531F950A56F8BA1DA90DB2","latest-terminal-export.json","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\latest-terminal-export.json","0.0005","24/04/2026 06:57:50 p. m."
"92BF17FC4442F121132DAC28B27534A280915BE428531F950A56F8BA1DA90DB2","latest-terminal-export.json","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\latest-terminal-export.json","0.0005","24/04/2026 06:57:50 p. m."
"077892381F5C87CE6128B712994453A73C0559E7625AB1129EE0144A2E78E9D4","Start-Runeforge-Commander-V42.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Start-Runeforge-Commander-V42.ps1","0.0005","24/04/2026 01:22:09 a. m."
"077892381F5C87CE6128B712994453A73C0559E7625AB1129EE0144A2E78E9D4","Start-Runeforge-Commander-V42.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Start-Runeforge-Commander-V42.ps1","0.0005","24/04/2026 01:22:09 a. m."
"7CCC4A1375A0692123151EF33C68BB6FFBA278C67CE2983C7B9A97A251A385D6","beacon.routes.js","C:\RUNEFOGE_PRO\runeforge\app\src\modules\beacon\beacon.routes.js","0.0005","20/03/2026 12:15:06 a. m."
"7CCC4A1375A0692123151EF33C68BB6FFBA278C67CE2983C7B9A97A251A385D6","beacon.routes.js","C:\RUNEFOGE_PRO\runeforge\runeforge\app\src\modules\beacon\beacon.routes.js","0.0005","20/03/2026 12:15:06 a. m."
"BB1B4EBB5E1AF4A0943A6C383104FB19BF15BCEBDDBA2B1FACD422AF59A2A207","Start-Runeforge-Commander-V41.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Start-Runeforge-Commander-V41.ps1","0.0005","24/04/2026 01:04:37 a. m."
"BB1B4EBB5E1AF4A0943A6C383104FB19BF15BCEBDDBA2B1FACD422AF59A2A207","Start-Runeforge-Commander-V41.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Start-Runeforge-Commander-V41.ps1","0.0005","24/04/2026 01:04:37 a. m."
"6BD39AF2D4B79B0F926B686A4CEB39C0E5A4810AEC7C4B8ABC3951D3C60F2836","capture_20260424_192604.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\exports\capture_20260424_192604.txt","0.0005","24/04/2026 07:26:04 p. m."
"6BD39AF2D4B79B0F926B686A4CEB39C0E5A4810AEC7C4B8ABC3951D3C60F2836","capture_20260424_192604.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\exports\capture_20260424_192604.txt","0.0005","24/04/2026 07:26:04 p. m."
"A10BB469568B3B5867E1E68526C75D76D5287FC92950F420C48BCBA4399065DE","Start-Runeforge-Commander-V43_4.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\scripts\Start-Runeforge-Commander-V43_4.ps1","0.0005","24/04/2026 07:35:55 p. m."
"A10BB469568B3B5867E1E68526C75D76D5287FC92950F420C48BCBA4399065DE","Start-Runeforge-Commander-V43_4.ps1","C:\RUNEFOGE_PRO\runeforge\scripts\Start-Runeforge-Commander-V43_4.ps1","0.0005","24/04/2026 07:35:55 p. m."
"17F0B016AEF4C40D4BF1FF42CBD71C2591D7C1778F9EBA8896B0C7F76B26374E","prompt_canonical_matrix_v41.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\prompt_canonical_matrix_v41.txt","0.0006","24/04/2026 12:41:08 a. m."
"17F0B016AEF4C40D4BF1FF42CBD71C2591D7C1778F9EBA8896B0C7F76B26374E","prompt_canonical_matrix_v41.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\prompt_canonical_matrix_v41.txt","0.0006","24/04/2026 12:41:08 a. m."
"1F21F023137B0CF6EC25474BF30C2AA9DDBF469EC6D9553E5FAD50773E835E37","request_extraction_v41.txt","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\request_extraction_v41.txt","0.0006","24/04/2026 12:41:08 a. m."
"1F21F023137B0CF6EC25474BF30C2AA9DDBF469EC6D9553E5FAD50773E835E37","request_extraction_v41.txt","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\request_extraction_v41.txt","0.0006","24/04/2026 12:41:08 a. m."
"8C54AC39EB23B1EC854B2042C182CCBA2D28D02099DEA677B5F81AA0020CC08D","package.json","C:\RUNEFOGE_PRO\runeforge\app\package.json","0.0006","20/03/2026 12:15:06 a. m."
"8C54AC39EB23B1EC854B2042C182CCBA2D28D02099DEA677B5F81AA0020CC08D","package.json","C:\RUNEFOGE_PRO\runeforge\runeforge\app\package.json","0.0006","20/03/2026 12:15:06 a. m."
"7C63BF468DE613EBE8A46E40FA42FC503385BAF806F6C2FFAD19DF079706E354","code_status_check.ps1","C:\RUNEFOGE_PRO\runeforge\data\commander\snippets\code_status_check.ps1","0.0006","24/04/2026 01:04:37 a. m."
"7C63BF468DE613EBE8A46E40FA42FC503385BAF806F6C2FFAD19DF079706E354","code_status_check.ps1","C:\RUNEFOGE_PRO\runeforge\runeforge\data\commander\snippets\code_status_check.ps1","0.0006","24/04/2026 01:04:37 a. m."
